scenario,opponent,group,agent_first,repeat,our_adv,our_conc,our_score,opp_adv,opp_conc,opp_score,win,tie
Camera,Conceder,stress,second,1,0.49037740564858784,1.0,1.490377405648588,0.6249789597710823,0.0,0.6249789597710823,1,0
Camera,Linear,stress,first,0,0.6241373506143746,1.0,1.6241373506143746,0.8020494876280931,0.0,0.8020494876280931,1,0
Camera,Linear,stress,first,1,0.6241373506143746,1.0,1.6241373506143746,0.8020494876280931,0.0,0.8020494876280931,1,0
Camera,Linear,stress,second,0,0.522369407648088,1.0,1.522369407648088,0.9508500252482747,0.0,0.9508500252482747,1,0
Camera,Linear,stress,second,1,0.522369407648088,1.0,1.522369407648088,0.9508500252482747,0.0,0.9508500252482747,1,0
Camera,Tough,stress,first,0,0.26931493014644,1.0,1.26931493014644,1.0,0.0,1.0,1,0
Camera,Tough,stress,first,1,0.26931493014644,1.0,1.26931493014644,1.0,0.0,1.0,1,0
Camera,Tough,stress,second,0,0.4558860284928768,1.0,1.4558860284928767,1.0,0.0,1.0,1,0
Camera,Tough,stress,second,1,0.4558860284928768,1.0,1.4558860284928767,1.0,0.0,1.0,1,0
Camera,ShochanLite,deceptive,first,0,0.5231442518094597,0.5793648292245196,1.1025090810339793,0.6058485378655336,0.4206351707754805,1.0264837086410141,1,0
Camera,ShochanLite,deceptive,first,1,0.7912809291365089,0.5121347388376437,1.3034156679741526,0.4798800299925019,0.4878652611623563,0.9677452911548582,1,0
Camera,ShochanLite,deceptive,second,0,0.5021244688827793,1.0,1.5021244688827793,0.47837064467261403,0.0,0.47837064467261403,1,0
Camera,ShochanLite,deceptive,second,1,0.7718070482379406,0.5024492256093126,1.2742562738472532,0.5601750547045952,0.49755077439068746,1.0577258290952827,1,0
Camera,RentingLite,deceptive,first,0,0.6840599225719576,0.5036447107461224,1.1877046333180798,0.5378655336165958,0.49635528925387745,1.0342208228704732,1,0
Camera,RentingLite,deceptive,first,1,0.9771082309375526,0.5126410596738423,1.489749290611395,0.48187953011747064,0.4873589403261577,0.9692384704436283,1,0
Camera,RentingLite,deceptive,second,0,0.7770557360659835,1.0,1.7770557360659835,0.586433260393873,0.0,0.586433260393873,1,0
Camera,RentingLite,deceptive,second,1,0.7515621094726319,1.0,1.751562109472632,0.5938394209729001,0.0,0.5938394209729001,1,0
Camera,LearnerStrong,deceptive,first,0,0.6204342703248611,0.542258804717029,1.16269307504189,0.7425643589102725,0.45774119528297097,1.2003055541932435,0,0
Camera,LearnerStrong,deceptive,first,1,0.6204342703248611,0.5240018710673605,1.1444361413922217,0.7425643589102725,0.47599812893263954,1.218562487842912,0,0
Camera,LearnerStrong,deceptive,second,0,0.5988502874281431,0.543647890361362,1.1424981777895051,0.9074229927621613,0.4563521096386381,1.3637751024007994,0,0
Camera,LearnerStrong,deceptive,second,1,0.5988502874281431,0.5660904521164165,1.1649407395445595,0.9074229927621613,0.43390954788358344,1.3413325406457448,0,0
Car,BOA,learner,first,0,0.7642,0.571321586967807,1.335521586967807,0.98,0.4286784130321929,1.408678413032193,0,0
Car,BOA,learner,first,1,0.8519000000000001,0.5576709663645801,1.4095709663645803,0.9757999999999999,0.44232903363541987,1.4181290336354198,0,0
Car,BOA,learner,second,0,0.6580000000000001,0.5887328841784983,1.2467328841784986,0.99,0.4112671158215016,1.4012671158215015,0,0
Car,BOA,learner,second,1,0.6440000000000001,0.5798183907101093,1.2238183907101094,0.9850000000000001,0.4201816092898906,1.4051816092898908,0,0
Car,MAP,learner,first,0,0.7108000000000001,0.5453990434991184,1.2561990434991186,0.9777999999999999,0.4546009565008816,1.4324009565008815,0,0
Car,MAP,learner,first,1,0.8519000000000001,0.557621104348251,1.4095211043482512,0.9757999999999999,0.44237889565174915,1.418178895651749,0,0
Car,MAP,learner,second,0,0.8616000000000001,0.5902464825323843,1.4518464825323845,0.9675000000000001,0.4097535174676156,1.3772535174676157,1,0
Car,MAP,learner,second,1,0.8616000000000001,0.5744974263213419,1.436097426321342,0.9675000000000001,0.42550257367865807,1.3930025736786582,1,0
Car,MiCRO,learner,first,0,0.5899000000000001,1.0,1.5899,0.989,0.0,0.989,1,0
Car,MiCRO,learner,first,1,0.5899000000000001,1.0,1.5899,0.989,0.0,0.989,1,0
Car,MiCRO,learner,second,0,0.6260000000000001,1.0,1.6260000000000001,0.9935000000000002,0.0,0.9935000000000002,1,0
Car,MiCRO,learner,second,1,0.7860000000000001,1.0,1.786,0.9918000000000001,0.0,0.9918000000000001,1,0
Car,Boulware,stress,first,0,0.6265000000000001,1.0,1.6265,0.982,0.0,0.982,1,0
Car,Boulware,stress,first,1,0.7642,1.0,1.7642,0.98,0.0,0.98,1,0
Car,Boulware,stress,second,0,0.8616000000000001,1.0,1.8616000000000001,0.9675000000000001,0.0,0.9675000000000001,1,0
Car,Boulware,stress,second,1,0.8616000000000001,1.0,1.8616000000000001,0.9675000000000001,0.0,0.9675000000000001,1,0
Car,Conceder,stress,first,0,0.5797000000000001,0,0.5797000000000001,0.9760000000000002,0,0.9760000000000002,0,0
Car,Conceder,stress,first,1,0.7625000000000001,0,0.7625000000000001,0.886,0,0.886,0,0
Car,Conceder,stress,second,0,0.9787999999999999,1.0,1.9788,0.6853000000000001,0.0,0.6853000000000001,1,0
Car,Conceder,stress,second,1,0.9787999999999999,1.0,1.9788,0.6853000000000001,0.0,0.6853000000000001,1,0
Car,Linear,stress,first,0,0.9046000000000001,1.0,1.9046,0.9218000000000001,0.0,0.9218000000000001,1,0
Car,Linear,stress,first,1,0.7354,1.0,1.7354,0.9807999999999999,0.0,0.9807999999999999,1,0
Car,Linear,stress,second,0,0.6580000000000001,1.0,1.6580000000000001,0.99,0.0,0.99,1,0
Car,Linear,stress,second,1,0.7156,1.0,1.7156,0.9505000000000001,0.0,0.9505000000000001,1,0
Car,Tough,stress,first,0,0.0,1.0,1.0,0.0,0.0,0.0,1,0
Car,Tough,stress,first,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0
Car,Tough,stress,second,0,0.0,1.0,1.0,0.0,0.0,0.0,1,0
Car,Tough,stress,second,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0
Car,ShochanLite,deceptive,first,0,0.7798,0.5300151700093793,1.3098151700093794,0.7308,0.4699848299906207,1.2007848299906208,1,0
Car,ShochanLite,deceptive,first,1,0.7563000000000001,0.5219021467073368,1.2782021467073368,0.7188000000000001,0.4780978532926633,1.1968978532926635,1,0
Car,ShochanLite,deceptive,second,0,0.7670000000000001,1.0,1.7670000000000001,0.5972000000000001,0.0,0.5972000000000001,1,0
Car,ShochanLite,deceptive,second,1,0.9516,0.4823580350179867,1.4339580350179868,0.8536000000000001,0.5176419649820132,1.3712419649820133,1,0
Car,RentingLite,deceptive,first,0,0.7713000000000001,0.530384416626809,1.3016844166268091,0.7488000000000001,0.46961558337319104,1.2184155833731911,1,0
Car,RentingLite,deceptive,first,1,0.9726000000000001,0.4826523287945748,1.455252328794575,0.8396000000000001,0.5173476712054252,1.3569476712054254,1,0
Car,RentingLite,deceptive,second,0,0.889,0.5663504775204808,1.4553504775204809,0.8900000000000001,0.43364952247951916,1.3236495224795193,1,0
Car,RentingLite,deceptive,second,1,0.8800000000000001,1.0,1.8800000000000001,0.8150000000000001,0.0,0.8150000000000001,1,0
Car,LearnerStrong,deceptive,first,0,0.7642,0.5514055552374715,1.3156055552374715,0.98,0.4485944447625284,1.4285944447625285,0,0
Car,LearnerStrong,deceptive,first,1,0.7642,0.5729095709208285,1.3371095709208285,0.98,0.4270904290791715,1.4070904290791715,0,0
Car,LearnerStrong,deceptive,second,0,0.8616000000000001,0.5728531438697729,1.434453143869773,0.9675000000000001,0.4271468561302271,1.3946468561302272,1,0
Car,LearnerStrong,deceptive,second,1,0.6580000000000001,0.5799006885121374,1.2379006885121375,0.99,0.42009931148786267,1.4100993114878626,0,0
Grocery,BOA,learner,first,0,0.7055555555555557,0.4861668568671786,1.1917224124227344,0.8333333333333335,0.5138331431328215,1.347166476466155,0,0
Grocery,BOA,learner,first,1,0.588888888888889,0.52997343095782,1.1188623198467091,0.9722222222222223,0.47002656904218,1.4422487912644022,0,0
Grocery,BOA,learner,second,0,0.7500000000000001,0.5682415369421434,1.3182415369421436,0.9555555555555557,0.4317584630578567,1.3873140186134125,0,0
Grocery,BOA,learner,second,1,0.7500000000000001,0.5741172430546851,1.3241172430546853,0.9555555555555557,0.4258827569453149,1.3814383125008707,0,0
Grocery,MAP,learner,first,0,0.588888888888889,0.4966603436863933,1.0855492325752822,0.9722222222222223,0.5033396563136068,1.475561878535829,0,0
Grocery,MAP,learner,first,1,0.588888888888889,0.4942243311054979,1.083113219994387,0.9722222222222223,0.5057756688945021,1.4779978911167244,0,0
Grocery,MAP,learner,second,0,0.7500000000000001,0.5465149357344924,1.2965149357344925,0.9555555555555557,0.45348506426550766,1.4090406198210634,0,0
Grocery,MAP,learner,second,1,0.7500000000000001,0.5662101776732722,1.3162101776732724,0.9555555555555557,0.4337898223267279,1.3893453778822837,0,0
Grocery,MiCRO,learner,first,0,0.588888888888889,1.0,1.588888888888889,0.9722222222222223,0.0,0.9722222222222223,1,0
Grocery,MiCRO,learner,first,1,0.588888888888889,1.0,1.588888888888889,0.9722222222222223,0.0,0.9722222222222223,1,0
Grocery,MiCRO,learner,second,0,0.7500000000000001,1.0,1.75,0.9555555555555557,0.0,0.9555555555555557,1,0
Grocery,MiCRO,learner,second,1,0.7500000000000001,1.0,1.75,0.9555555555555557,0.0,0.9555555555555557,1,0
Grocery,Boulware,stress,first,0,0.7055555555555557,1.0,1.7055555555555557,0.8333333333333335,0.0,0.8333333333333335,1,0
Grocery,Boulware,stress,first,1,0.588888888888889,1.0,1.588888888888889,0.9722222222222223,0.0,0.9722222222222223,1,0
Grocery,Boulware,stress,second,0,0.7500000000000001,1.0,1.75,0.9555555555555557,0.0,0.9555555555555557,1,0
Grocery,Boulware,stress,second,1,0.7500000000000001,1.0,1.75,0.9555555555555557,0.0,0.9555555555555557,1,0
Grocery,Conceder,stress,first,0,0.6055555555555556,1.0,1.6055555555555556,0.6888888888888889,0.0,0.6888888888888889,1,0
Grocery,Conceder,stress,first,1,0.6055555555555556,1.0,1.6055555555555556,0.6888888888888889,0.0,0.6888888888888889,1,0
Grocery,Conceder,stress,second,0,0.638888888888889,1.0,1.6388888888888888,0.688888888888889,0.0,0.688888888888889,1,0
Grocery,Conceder,stress,second,1,0.638888888888889,1.0,1.6388888888888888,0.688888888888889,0.0,0.688888888888889,1,0
Grocery,Linear,stress,first,0,0.588888888888889,1.0,1.588888888888889,0.9722222222222223,0.0,0.9722222222222223,1,0
Grocery,Linear,stress,first,1,0.588888888888889,1.0,1.588888888888889,0.9722222222222223,0.0,0.9722222222222223,1,0
Grocery,Linear,stress,second,0,0.7500000000000001,1.0,1.75,0.9555555555555557,0.0,0.9555555555555557,1,0
Grocery,Linear,stress,second,1,0.7500000000000001,1.0,1.75,0.9555555555555557,0.0,0.9555555555555557,1,0
Grocery,Tough,stress,first,0,0.38888888888888895,1.0,1.3888888888888888,1.0,0.0,1.0,1,0
Grocery,Tough,stress,first,1,0.38888888888888895,1.0,1.3888888888888888,1.0,0.0,1.0,1,0
Grocery,Tough,stress,second,0,0.47222222222222227,1.0,1.4722222222222223,1.0000000000000002,0.0,1.0000000000000002,1,0
Grocery,Tough,stress,second,1,0.47222222222222227,1.0,1.4722222222222223,1.0000000000000002,0.0,1.0000000000000002,1,0
Grocery,ShochanLite,deceptive,first,0,0.5055555555555556,0.4860126710504293,0.9915682266059849,0.7222222222222223,0.5139873289495708,1.2362095511717932,0,0
Grocery,ShochanLite,deceptive,first,1,0.4833333333333334,0.5057368013340846,0.989070134667418,0.5166666666666667,0.4942631986659154,1.010929865332582,0,0
Grocery,ShochanLite,deceptive,second,0,0.7444444444444445,0.5263630469093988,1.2708074913538434,0.4833333333333334,0.4736369530906012,0.9569702864239347,1,0
Grocery,ShochanLite,deceptive,second,1,0.788888888888889,1.0,1.788888888888889,0.45000000000000007,0.0,0.45000000000000007,1,0
Grocery,RentingLite,deceptive,first,0,0.6555555555555557,0.5359458400614137,1.1915013956169693,0.55,0.4640541599385864,1.0140541599385864,1,0
Grocery,RentingLite,deceptive,first,1,0.8,0.4753453142905706,1.2753453142905706,0.5,0.5246546857094293,1.0246546857094292,1,0
Grocery,RentingLite,deceptive,second,0,0.9444444444444444,0.4920182861884975,1.4364627306329418,0.4555555555555556,0.5079817138115025,0.9635372693670581,1,0
Grocery,RentingLite,deceptive,second,1,0.9000000000000001,0.4892865156088291,1.3892865156088292,0.5,0.5107134843911708,1.0107134843911707,1,0
Grocery,LearnerStrong,deceptive,first,0,0.7055555555555557,0.48546584328971976,1.1910213988452756,0.8333333333333335,0.5145341567102802,1.3478674900436136,0,0
Grocery,LearnerStrong,deceptive,first,1,0.7055555555555557,0.4744458556861215,1.1800014112416772,0.8333333333333335,0.5255541443138786,1.3588874776472122,0,0
Grocery,LearnerStrong,deceptive,second,0,0.7500000000000001,0.5473738795548635,1.2973738795548635,0.9555555555555557,0.4526261204451365,1.4081816760006922,0,0
Grocery,LearnerStrong,deceptive,second,1,0.7500000000000001,0.5402429779665863,1.2902429779665865,0.9555555555555557,0.45975702203341373,1.4153125775889694,0,0
ISBTAcquisition,BOA,learner,first,0,0.6013071895424837,0.5239718586748613,1.1252790482173451,0.7439024390243901,0.4760281413251387,1.2199305803495288,0,0
ISBTAcquisition,BOA,learner,first,1,0.6470588235294118,0.533531225769888,1.1805900492992998,0.8414634146341463,0.46646877423011196,1.3079321888642583,0,0
ISBTAcquisition,BOA,learner,second,0,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,BOA,learner,second,1,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,MAP,learner,first,0,0.6862745098039216,0.5511178819918546,1.237392391795776,0.8414634146341463,0.44888211800814537,1.2903455326422917,0,0
ISBTAcquisition,MAP,learner,first,1,0.784313725490196,0.5289317747793866,1.3132455002695824,0.6707317073170731,0.4710682252206135,1.1417999325376866,1,0
ISBTAcquisition,MAP,learner,second,0,0.5121951219512194,0.6163516271372659,1.1285467490884853,1.0,0.38364837286273407,1.383648372862734,0,0
ISBTAcquisition,MAP,learner,second,1,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,MiCRO,learner,first,0,0.5032679738562091,1.0,1.5032679738562091,0.8536585365853658,0.0,0.8536585365853658,1,0
ISBTAcquisition,MiCRO,learner,first,1,0.5359477124183007,1.0,1.5359477124183007,0.8536585365853657,0.0,0.8536585365853657,1,0
ISBTAcquisition,MiCRO,learner,second,0,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,MiCRO,learner,second,1,0.5243902439024389,1.0,1.524390243902439,0.980392156862745,0.0,0.980392156862745,1,0
ISBTAcquisition,Boulware,stress,first,0,0.784313725490196,1.0,1.784313725490196,0.6707317073170731,0.0,0.6707317073170731,1,0
ISBTAcquisition,Boulware,stress,first,1,0.784313725490196,1.0,1.784313725490196,0.6707317073170731,0.0,0.6707317073170731,1,0
ISBTAcquisition,Boulware,stress,second,0,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,Boulware,stress,second,1,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,Conceder,stress,first,0,0.4836601307189543,0,0.4836601307189543,0.8414634146341463,0,0.8414634146341463,0,0
ISBTAcquisition,Conceder,stress,first,1,0.5032679738562091,0,0.5032679738562091,0.8536585365853658,0,0.8536585365853658,0,0
ISBTAcquisition,Conceder,stress,second,0,0.5121951219512194,1.0,1.5121951219512195,0.8366013071895426,0.0,0.8366013071895426,1,0
ISBTAcquisition,Conceder,stress,second,1,0.5853658536585366,1.0,1.5853658536585367,0.673202614379085,0.0,0.673202614379085,1,0
ISBTAcquisition,Linear,stress,first,0,0.5359477124183007,1.0,1.5359477124183007,0.8536585365853657,0.0,0.8536585365853657,1,0
ISBTAcquisition,Linear,stress,first,1,0.5359477124183007,1.0,1.5359477124183007,0.8536585365853657,0.0,0.8536585365853657,1,0
ISBTAcquisition,Linear,stress,second,0,0.5243902439024389,1.0,1.524390243902439,0.980392156862745,0.0,0.980392156862745,1,0
ISBTAcquisition,Linear,stress,second,1,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,Tough,stress,first,0,0.33986928104575165,1.0,1.3398692810457518,0.9999999999999999,0.0,0.9999999999999999,1,0
ISBTAcquisition,Tough,stress,first,1,0.33986928104575165,1.0,1.3398692810457518,0.9999999999999999,0.0,0.9999999999999999,1,0
ISBTAcquisition,Tough,stress,second,0,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,Tough,stress,second,1,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,ShochanLite,deceptive,first,0,0.9477124183006536,0.5289385977282449,1.4766510160288986,0.5853658536585366,0.47106140227175514,1.0564272559302916,1,0
ISBTAcquisition,ShochanLite,deceptive,first,1,0.6209150326797386,0.5760572070790486,1.1969722397587872,0.6585365853658536,0.42394279292095155,1.0824793782868052,1,0
ISBTAcquisition,ShochanLite,deceptive,second,0,0.7317073170731706,0.5114232978038817,1.2431306148770522,0.4575163398692811,0.48857670219611826,0.9460930420653993,1,0
ISBTAcquisition,ShochanLite,deceptive,second,1,0.8414634146341463,0.5437414286126566,1.385204843246803,0.4836601307189543,0.4562585713873433,0.9399187021062976,1,0
ISBTAcquisition,RentingLite,deceptive,first,0,0.8039215686274509,0.5574406724287331,1.361362241056184,0.6585365853658536,0.44255932757126704,1.1010959129371205,1,0
ISBTAcquisition,RentingLite,deceptive,first,1,0.4444444444444444,0.5308030717618463,0.9752475162062907,0.5121951219512194,0.46919692823815373,0.9813920501893731,0,0
ISBTAcquisition,RentingLite,deceptive,second,0,0.8536585365853657,1.0,1.8536585365853657,0.5359477124183007,0.0,0.5359477124183007,1,0
ISBTAcquisition,RentingLite,deceptive,second,1,0.6585365853658536,0.5179445898569927,1.1764811752228463,0.6209150326797386,0.48205541014300735,1.102970442822746,1,0
ISBTAcquisition,LearnerStrong,deceptive,first,0,0.6862745098039216,0.54921910836814,1.2354936181720615,0.8414634146341463,0.45078089163185997,1.2922443062660063,0,0
ISBTAcquisition,LearnerStrong,deceptive,first,1,0.784313725490196,0.538331169490864,1.3226448949810599,0.6707317073170731,0.46166883050913604,1.1324005378262092,1,0
ISBTAcquisition,LearnerStrong,deceptive,second,0,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
ISBTAcquisition,LearnerStrong,deceptive,second,1,0.5121951219512194,1.0,1.5121951219512195,1.0,0.0,1.0,1,0
Laptop,BOA,learner,first,0,0.5775524426410947,0.5721909348965626,1.1497433775376573,1.0,0.42780906510343747,1.4278090651034374,0,0
Laptop,BOA,learner,first,1,0.5775524426410947,0.6215851221531168,1.1991375647942115,1.0,0.37841487784688327,1.3784148778468832,0,0
Laptop,BOA,learner,second,0,0.5136317604069089,0.5515645424059125,1.0651963028128213,0.9999999999999999,0.4484354575940875,1.4484354575940874,0,0
Laptop,BOA,learner,second,1,0.5136317604069089,0.5934247854945116,1.1070565459014206,0.9999999999999999,0.4065752145054884,1.4065752145054882,0,0
