panel,agent,scenario,opponent,role,advantage,concealing,score
sparring,v4.2,Grocery,MirrorAgent,second,0.6611111111111111,0.6730863398852844,1.3341974509963954
sparring,v4.2,ISBTAcquisition,ShochanLite,first,0.5708061002178649,0.5543762412112839,1.1251823414291489
sparring,v4.2,ISBTAcquisition,ShochanLite,second,0.670731707317073,0.6815111831920548,1.3522428905091282
sparring,v4.2,ISBTAcquisition,UOAgentLite,first,0.6753812636165577,0.537150334965955,1.212531598582513
sparring,v4.2,ISBTAcquisition,UOAgentLite,second,0.7520325203252032,0.7116167987281065,1.4636493190533095
sparring,v4.2,ISBTAcquisition,RentingLite,first,0.6013071895424836,0.5281711156875564,1.1294783052300401
sparring,v4.2,ISBTAcquisition,RentingLite,second,0.7682926829268292,0.8455166214379383,1.6138093043647677
sparring,v4.2,ISBTAcquisition,LearnerStrong,first,0.5686274509803922,0.5584409022217606,1.1270683532021528
sparring,v4.2,ISBTAcquisition,LearnerStrong,second,0.5121951219512194,1.0,1.5121951219512197
sparring,v4.2,ISBTAcquisition,MirrorAgent,first,0.8104575163398694,0.4943125941437101,1.3047701104835794
sparring,v4.2,ISBTAcquisition,MirrorAgent,second,0.6341463414634146,0.6615481268775067,1.2956944683409213
sparring,v4.2,Laptop,ShochanLite,first,0.8289517959163879,0.5308776441783927,1.3598294400947806
sparring,v4.2,Laptop,ShochanLite,second,0.9223340774343484,0.8350020012648058,1.7573360786991543
sparring,v4.2,Laptop,UOAgentLite,first,0.7153019885410381,0.5480885784385258,1.2633905669795638
sparring,v4.2,Laptop,UOAgentLite,second,0.7930202505998784,0.4817128798321673,1.2747331304320457
sparring,v4.2,Laptop,RentingLite,first,0.6579035918327759,0.33945399461729914,0.9973575864500752
sparring,v4.2,Laptop,RentingLite,second,0.8833070499890986,0.8244075060050621,1.7077145559941609
sparring,v4.2,Laptop,LearnerStrong,first,0.5775524426410947,0.5889346547273658,1.1664870973684607
sparring,v4.2,Laptop,LearnerStrong,second,0.5136317604069089,0.6995966871900529,1.213228447596962
sparring,v4.2,Laptop,MirrorAgent,first,0.5974388885714889,0.3399242762045383,0.9373631647760271
sparring,v4.2,Laptop,MirrorAgent,second,0.5909095506477126,0.49041203204146094,1.0813215826891736
sparring,v4.2,NiceOrDie,ShochanLite,first,0.1654761904761905,0.5,0.6654761904761906
sparring,v4.2,NiceOrDie,ShochanLite,second,0.1654761904761905,1.0,1.1654761904761906
sparring,v4.2,NiceOrDie,UOAgentLite,first,0.0,0.5766967202589003,0.5766967202589003
sparring,v4.2,NiceOrDie,UOAgentLite,second,0.0,0.5095383597014029,0.5095383597014029
sparring,v4.2,NiceOrDie,RentingLite,first,0.1654761904761905,0.5,0.6654761904761906
sparring,v4.2,NiceOrDie,RentingLite,second,0.1654761904761905,1.0,1.1654761904761906
sparring,v4.2,NiceOrDie,LearnerStrong,first,0.0,0.5766967202589003,0.5766967202589003
sparring,v4.2,NiceOrDie,LearnerStrong,second,0.0,0.5766967202589003,0.5766967202589003
sparring,v4.2,NiceOrDie,MirrorAgent,first,0.1654761904761905,0.0,0.1654761904761905
sparring,v4.2,NiceOrDie,MirrorAgent,second,0.1654761904761905,1.0,1.1654761904761906
sparring,v4.3,Amsterdam,ShochanLite,first,0.6356877323420075,0.5238487686558339,1.1595365009978411
sparring,v4.3,Amsterdam,ShochanLite,second,0.7214611872146118,0.5433392705315988,1.2648004577462106
sparring,v4.3,Amsterdam,UOAgentLite,first,0.6158612143742255,0.5353199524246629,1.1511811667988885
sparring,v4.3,Amsterdam,UOAgentLite,second,0.6221461187214611,0.8352383429369507,1.4573844616584115
sparring,v4.3,Amsterdam,RentingLite,first,0.6604708798017348,0.5134832516816453,1.1739541314833803
sparring,v4.3,Amsterdam,RentingLite,second,0.5742009132420091,0.5182040227917243,1.0924049360337333
sparring,v4.3,Amsterdam,LearnerStrong,first,0.6877323420074349,0.5648407584013849,1.2525731004088199
sparring,v4.3,Amsterdam,LearnerStrong,second,0.6426940639269405,0.5765239159832876,1.219217979910228
sparring,v4.3,Amsterdam,MirrorAgent,first,0.573729863692689,0.5227717190446194,1.0965015827373084
sparring,v4.3,Amsterdam,MirrorAgent,second,0.5799086757990867,0.6556704934612837,1.2355791692603704
sparring,v4.3,Camera,ShochanLite,first,0.7350053301913259,0.5569250750193654,1.2919304052106912
sparring,v4.3,Camera,ShochanLite,second,0.5623594101474632,0.49170338366191174,1.054062793809375
sparring,v4.3,Camera,UOAgentLite,first,0.7086910172249342,0.5216034172874866,1.2302944345124207
sparring,v4.3,Camera,UOAgentLite,second,0.6764142297758894,0.6752055139733321,1.3516197437492217
sparring,v4.3,Camera,RentingLite,first,0.6653200920159345,0.5277934809731306,1.193113572989065
sparring,v4.3,Camera,RentingLite,second,0.5886028492876781,0.4840948632259529,1.0726977125136308
sparring,v4.3,Camera,LearnerStrong,first,0.6204342703248611,0.5457624677613322,1.1661967380861933
sparring,v4.3,Camera,LearnerStrong,second,0.6247604765475299,0.5409283687778955,1.1656888453254253
sparring,v4.3,Camera,MirrorAgent,first,0.7254670930819728,0.5244705926824175,1.2499376857643902
sparring,v4.3,Camera,MirrorAgent,second,0.5312005332000335,0.4700836793850372,1.0012842125850705
sparring,v4.3,Car,ShochanLite,first,0.8816333333333334,0.5348676815143146,1.416501014847648
sparring,v4.3,Car,ShochanLite,second,0.8106000000000001,1.0,1.8106000000000002
sparring,v4.3,Car,UOAgentLite,first,0.8986000000000001,0.583911115595208,1.482511115595208
sparring,v4.3,Car,UOAgentLite,second,0.7941333333333334,1.0,1.7941333333333336
sparring,v4.3,Car,RentingLite,first,0.9262666666666668,0.5478978907649744,1.474164557431641
sparring,v4.3,Car,RentingLite,second,0.8751333333333334,0.8172480237571517,1.692381357090485
sparring,v4.3,Car,LearnerStrong,first,0.7767666666666667,0.6122240245433664,1.3889906912100332
sparring,v4.3,Car,LearnerStrong,second,0.7962666666666668,0.5646204400835381,1.3608871067502049
sparring,v4.3,Car,MirrorAgent,first,0.8361999999999999,0.0,0.8361999999999999
sparring,v4.3,Car,MirrorAgent,second,0.9102000000000001,1.0,1.9102000000000003
sparring,v4.3,Grocery,ShochanLite,first,0.5462962962962963,0.49645171806353855,1.0427480143598349
sparring,v4.3,Grocery,ShochanLite,second,0.8574074074074075,0.6467899100550808,1.504197317462488
sparring,v4.3,Grocery,UOAgentLite,first,0.7092592592592594,0.5301287141301991,1.2393879733894584
sparring,v4.3,Grocery,UOAgentLite,second,0.7888888888888889,0.5115731471823978,1.3004620360712866
sparring,v4.3,Grocery,RentingLite,first,0.5962962962962964,0.4985975433808374,1.0948938396771337
sparring,v4.3,Grocery,RentingLite,second,0.8074074074074075,0.49994518547773364,1.307352592885141
sparring,v4.3,Grocery,LearnerStrong,first,0.6666666666666669,0.5270307520788288,1.1936974187454956
sparring,v4.3,Grocery,LearnerStrong,second,0.7500000000000001,0.556486345597165,1.3064863455971651
sparring,v4.3,Grocery,MirrorAgent,first,0.5333333333333333,0.14741180863269204,0.6807451419660254
sparring,v4.3,Grocery,MirrorAgent,second,0.7277777777777779,0.8371460818154097,1.5649238595931874
sparring,v4.3,ISBTAcquisition,ShochanLite,first,0.5708061002178649,0.5244421885739637,1.0952482887918287
sparring,v4.3,ISBTAcquisition,ShochanLite,second,0.8170731707317072,0.5290010395691677,1.346074210300875
sparring,v4.3,ISBTAcquisition,UOAgentLite,first,0.738562091503268,0.5408145237972962,1.2793766153005643
sparring,v4.3,ISBTAcquisition,UOAgentLite,second,0.7195121951219511,0.833352064971896,1.5528642600938471
sparring,v4.3,ISBTAcquisition,RentingLite,first,0.5729847494553377,0.5294420202642945,1.1024267697196322
sparring,v4.3,ISBTAcquisition,RentingLite,second,0.7235772357723578,1.0,1.7235772357723576
sparring,v4.3,ISBTAcquisition,LearnerStrong,first,0.562091503267974,0.5586411969945763,1.1207327002625502
sparring,v4.3,ISBTAcquisition,LearnerStrong,second,0.5121951219512194,0.871849053589286,1.3840441755405053
sparring,v4.3,ISBTAcquisition,MirrorAgent,first,0.7276688453159043,0.49732509431959065,1.224993939635495
sparring,v4.3,ISBTAcquisition,MirrorAgent,second,0.7520325203252032,0.8358899458853745,1.5879224662105778
sparring,v4.3,Laptop,ShochanLite,first,0.7642848103940443,0.5087873261767862,1.2730721365708306
sparring,v4.3,Laptop,ShochanLite,second,0.7341933126064847,0.6707248214516507,1.4049181340581356
sparring,v4.3,Laptop,UOAgentLite,first,0.7528029289857633,0.5482753232796649,1.301078252265428
sparring,v4.3,Laptop,UOAgentLite,second,0.7930202505998784,0.8514392093853616,1.6444594599852398
sparring,v4.3,Laptop,RentingLite,first,0.8404336773246689,0.5304764412890348,1.3709101186137038
sparring,v4.3,Laptop,RentingLite,second,0.8576771640171134,0.6517949665430686,1.509472130560182
sparring,v4.3,Laptop,LearnerStrong,first,0.5775524426410947,0.40173178114878,0.9792842237898748
sparring,v4.3,Laptop,LearnerStrong,second,0.5136317604069089,0.5839517327079916,1.0975834931149007
sparring,v4.3,Laptop,MirrorAgent,first,0.6276712402021324,0.17205259930095287,0.7997238395030853
sparring,v4.3,Laptop,MirrorAgent,second,0.6825454083376664,0.653805355748298,1.3363507640859644
sparring,v4.3,NiceOrDie,ShochanLite,first,0.1654761904761905,0.5,0.6654761904761906
sparring,v4.3,NiceOrDie,ShochanLite,second,0.1654761904761905,1.0,1.1654761904761906
sparring,v4.3,NiceOrDie,UOAgentLite,first,0.0,0.5766967202589003,0.5766967202589003
sparring,v4.3,NiceOrDie,UOAgentLite,second,0.0,0.47595917942265425,0.47595917942265425
sparring,v4.3,NiceOrDie,RentingLite,first,0.1654761904761905,0.5,0.6654761904761906
sparring,v4.3,NiceOrDie,RentingLite,second,0.1654761904761905,1.0,1.1654761904761906
sparring,v4.3,NiceOrDie,LearnerStrong,first,0.0,0.5766967202589003,0.5766967202589003
sparring,v4.3,NiceOrDie,LearnerStrong,second,0.0,0.47595917942265425,0.47595917942265425
sparring,v4.3,NiceOrDie,MirrorAgent,first,0.1654761904761905,0.0,0.1654761904761905
sparring,v4.3,NiceOrDie,MirrorAgent,second,0.1654761904761905,1.0,1.1654761904761906
sparring,v3,Amsterdam,ShochanLite,first,0.6071871127633209,0.5371654505691371,1.1443525633324583
sparring,v3,Amsterdam,ShochanLite,second,0.5844748858447488,0.6972448531831613,1.28171973902791
sparring,v3,Amsterdam,UOAgentLite,first,0.5390334572490706,0.5117038511968793,1.05073730844595
sparring,v3,Amsterdam,UOAgentLite,second,0.6187214611872145,0.5159623570710128,1.1346838182582273
sparring,v3,Amsterdam,RentingLite,first,0.5526641883519207,0.5101771289446756,1.0628413172965965
sparring,v3,Amsterdam,RentingLite,second,0.613013698630137,0.8503872998250586,1.4634009984551957
sparring,v3,Amsterdam,LearnerStrong,first,0.7100371747211897,0.5457364514097547,1.2557736261309442
sparring,v3,Amsterdam,LearnerStrong,second,0.6198630136986301,0.5646457836002439,1.184508797298874
sparring,v3,Amsterdam,MirrorAgent,first,0.5576208178438662,0.5027982219990083,1.0604190398428743
sparring,v3,Amsterdam,MirrorAgent,second,0.5856164383561643,0.5046336055444046,1.090250043900569
sparring,v3,Camera,ShochanLite,first,0.6500028053638557,0.5553749575100279,1.2053777628738835
sparring,v3,Camera,ShochanLite,second,0.6150129134383072,0.49557162475620187,1.110584538194509
sparring,v3,Camera,UOAgentLite,first,0.6338439095550693,0.5330347041829804,1.1668786137380496
sparring,v3,Camera,UOAgentLite,second,0.6171790385736899,0.4805535910317125,1.0977326296054024
sparring,v3,Camera,RentingLite,first,0.5598945183190259,0.5472887234979472,1.1071832418169734
sparring,v3,Camera,RentingLite,second,0.6596684162292761,0.6597529062535045,1.3194213224827804
sparring,v3,Camera,LearnerStrong,first,0.6204342703248611,0.5300842723429193,1.1505185426677804
sparring,v3,Camera,LearnerStrong,second,0.6247604765475299,0.5476068008377399,1.1723672773852698
sparring,v3,Camera,MirrorAgent,first,0.6086517421309544,0.34747723396658875,0.9561289760975432
sparring,v3,Camera,MirrorAgent,second,0.5339498458718653,0.6515689967077098,1.1855188425795753
sparring,v3,Car,ShochanLite,first,0.8664666666666667,0.4890383669545802,1.355505033621247
sparring,v3,Car,ShochanLite,second,0.9447333333333333,0.8416794876154192,1.7864128209487526
sparring,v3,Car,UOAgentLite,first,0.7633333333333335,0.528077126505169,1.2914104598385026
sparring,v3,Car,UOAgentLite,second,0.8754666666666667,0.6538113859389316,1.5292780526055985
sparring,v3,Car,RentingLite,first,0.9461,0.4846313352456349,1.4307313352456348
sparring,v3,Car,RentingLite,second,0.8925333333333333,0.826075525697335,1.7186088590306685
sparring,v3,Car,LearnerStrong,first,0.8226666666666667,0.575844002826266,1.3985106694929328
sparring,v3,Car,LearnerStrong,second,0.7258666666666668,0.5758098153326703,1.301676481999337
sparring,v3,Car,MirrorAgent,first,0.7248000000000001,0.0,0.7248000000000001
sparring,v3,Car,MirrorAgent,second,0.9010666666666666,1.0,1.9010666666666667
sparring,v3,Grocery,ShochanLite,first,0.6000000000000001,0.5146394211484715,1.1146394211484718
sparring,v3,Grocery,ShochanLite,second,0.7462962962962963,0.6926701905221351,1.4389664868184315
sparring,v3,Grocery,UOAgentLite,first,0.5222222222222223,0.546761271525862,1.0689834937480844
sparring,v3,Grocery,UOAgentLite,second,0.7037037037037037,0.6551847451339721,1.3588884488376758
sparring,v3,Grocery,RentingLite,first,0.6407407407407407,0.5306281950274929,1.1713689357682338
sparring,v3,Grocery,RentingLite,second,0.8203703703703704,0.6730297650371003,1.4934001354074706
sparring,v3,Grocery,LearnerStrong,first,0.588888888888889,0.5078285019136514,1.0967173908025403
sparring,v3,Grocery,LearnerStrong,second,0.7500000000000001,0.5494707992985428,1.299470799298543
sparring,v3,Grocery,MirrorAgent,first,0.5537037037037038,0.3442275522173213,0.8979312559210252
sparring,v3,Grocery,MirrorAgent,second,0.674074074074074,0.6705987884933245,1.3446728625673987
sparring,v3,ISBTAcquisition,ShochanLite,first,0.6427015250544662,0.5129672724989128,1.155668797553379
sparring,v3,ISBTAcquisition,ShochanLite,second,0.6178861788617885,0.8463577394573756,1.4642439183191642
sparring,v3,ISBTAcquisition,UOAgentLite,first,0.6318082788671024,0.5005695112910239,1.1323777901581265
sparring,v3,ISBTAcquisition,UOAgentLite,second,0.695121951219512,0.6894437527237485,1.3845657039432606
sparring,v3,ISBTAcquisition,RentingLite,first,0.79520697167756,0.526794288570604,1.322001260248164
sparring,v3,ISBTAcquisition,RentingLite,second,0.7886178861788617,0.854518546309636,1.6431364324884976
sparring,v3,ISBTAcquisition,LearnerStrong,first,0.7233115468409586,0.5360311637521913,1.2593427105931496
sparring,v3,ISBTAcquisition,LearnerStrong,second,0.5121951219512194,0.8721172090457553,1.384312330996975
sparring,v3,ISBTAcquisition,MirrorAgent,first,0.6427015250544662,0.16510127001454228,0.8078027950690085
sparring,v3,ISBTAcquisition,MirrorAgent,second,0.7357723577235772,0.8290709404862012,1.5648432982097784
sparring,v3,Laptop,ShochanLite,first,0.7945171620246878,0.35699217821139273,1.1515093402360805
sparring,v3,Laptop,ShochanLite,second,0.6753663746130912,0.8225063730457877,1.4978727476588791
sparring,v3,Laptop,UOAgentLite,first,0.7455343401716816,0.529811777852167,1.275346118023849
sparring,v3,Laptop,UOAgentLite,second,0.753032297178743,1.0,1.753032297178743
sparring,v3,Laptop,RentingLite,first,0.7528029289857633,0.5711679945858085,1.3239709235715715
sparring,v3,Laptop,RentingLite,second,0.9093250682859318,0.8181572564619333,1.727482324747865
sparring,v3,Laptop,LearnerStrong,first,0.5775524426410947,0.580487880946645,1.1580403235877397
sparring,v3,Laptop,LearnerStrong,second,0.5136317604069089,0.7260168246865396,1.2396485850934484
sparring,v3,Laptop,MirrorAgent,first,0.5557246555325643,0.16157680166836394,0.7173014572009282
sparring,v3,Laptop,MirrorAgent,second,0.7858412168753032,0.6621733167652076,1.4480145336405108
sparring,v3,NiceOrDie,ShochanLite,first,0.1654761904761905,0.5,0.6654761904761906
sparring,v3,NiceOrDie,ShochanLite,second,0.1654761904761905,1.0,1.1654761904761906
sparring,v3,NiceOrDie,UOAgentLite,first,0.0,0.4839727862817695,0.4839727862817695
sparring,v3,NiceOrDie,UOAgentLite,second,0.0,0.47595917942265425,0.47595917942265425
sparring,v3,NiceOrDie,RentingLite,first,0.1654761904761905,0.5,0.6654761904761906
sparring,v3,NiceOrDie,RentingLite,second,0.1654761904761905,1.0,1.1654761904761906
sparring,v3,NiceOrDie,LearnerStrong,first,0.1654761904761905,0.5333333333333333,0.6988095238095239
sparring,v3,NiceOrDie,LearnerStrong,second,0.1654761904761905,0.5333333333333333,0.6988095238095239
sparring,v3,NiceOrDie,MirrorAgent,first,0.1654761904761905,0.0,0.1654761904761905
sparring,v3,NiceOrDie,MirrorAgent,second,0.1654761904761905,1.0,1.1654761904761906
