agent_mode,panel,group,scenario,opponent,opponent_class,family,agent_first,runs,advantage,concealing,score
v3,deceptive,sparring,ISBTAcquisition,RentingLite,sparring.renting_lite.RentingLite,sparring,second,4,0.7042682926829268,0.6434801098629911,1.3477484025459179
v3,deceptive,sparring,ISBTAcquisition,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,first,4,0.7091503267973855,0.5322573638728939,1.2414076906702793
v3,deceptive,sparring,ISBTAcquisition,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,second,4,0.5121951219512194,0.9038867901919645,1.4160819121431838
v3,deceptive,sparring,ISBTAcquisition,MirrorAgent,sparring.mirror.MirrorAgent,mirror,first,4,0.630718954248366,0.2582033355684379,0.8889222898168039
v3,deceptive,sparring,ISBTAcquisition,MirrorAgent,sparring.mirror.MirrorAgent,mirror,second,4,0.7804878048780487,0.8711661029304477,1.6516539078084964
v3,deceptive,learner,ISBTAcquisition,BOANeg,examples.boa.BOANeg,example,first,4,0.6584967320261438,0.5415252714643447,1.2000220034904885
v3,deceptive,learner,ISBTAcquisition,BOANeg,examples.boa.BOANeg,example,second,4,0.5121951219512194,0.9038867901919645,1.4160819121431838
v3,deceptive,learner,ISBTAcquisition,MAPNeg,examples.map.MAPNeg,example,first,4,0.684640522875817,0.5514886096158517,1.2361291324916688
v3,deceptive,learner,ISBTAcquisition,MAPNeg,examples.map.MAPNeg,example,second,4,0.5121951219512194,1.0,1.5121951219512195
v3,deceptive,learner,ISBTAcquisition,MiCRONegotiator,negmas.sao.MiCRONegotiator,genius-style,first,4,0.6111111111111112,1.0,1.6111111111111112
v3,deceptive,learner,ISBTAcquisition,MiCRONegotiator,negmas.sao.MiCRONegotiator,genius-style,second,4,0.5182926829268292,1.0,1.5182926829268293
v3,deceptive,sparring,Laptop,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,first,4,0.7520391049307926,0.4939330283347525,1.2459721332655451
v3,deceptive,sparring,Laptop,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,second,4,0.7467680240985061,0.7590708012734448,1.5058388253719508
v3,deceptive,sparring,Laptop,UOAgentLite,sparring.uoagent_lite.UOAgentLite,sparring,first,4,0.769253669293357,0.5274967037238935,1.2967503730172507
v3,deceptive,sparring,Laptop,UOAgentLite,sparring.uoagent_lite.UOAgentLite,sparring,second,4,0.8835011161515226,0.7375467761000092,1.6210478922515317
v3,deceptive,sparring,Laptop,RentingLite,sparring.renting_lite.RentingLite,sparring,first,4,0.7465794055703744,0.5396763307953307,1.286255736365705
v3,deceptive,sparring,Laptop,RentingLite,sparring.renting_lite.RentingLite,sparring,second,4,0.9222370443531364,0.7419263519116124,1.6641633962647489
v3,deceptive,sparring,Laptop,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,first,4,0.5775524426410947,0.4353339627495114,1.0128864053906061
v3,deceptive,sparring,Laptop,LearnerStrong,sparring.learner_strong.LearnerStrong,sparring,second,4,0.5136317604069089,0.5834598776953892,1.0970916381022982
v3,deceptive,sparring,Laptop,MirrorAgent,sparring.mirror.MirrorAgent,mirror,first,4,0.6581820805932125,0.40886355673895414,1.0670456373321664
v3,deceptive,sparring,Laptop,MirrorAgent,sparring.mirror.MirrorAgent,mirror,second,4,0.829624155795165,0.8650619532614637,1.694686109056629
v3,deceptive,learner,Laptop,BOANeg,examples.boa.BOANeg,example,first,4,0.5775524426410947,0.42470223419976716,1.0022546768408618
v3,deceptive,learner,Laptop,BOANeg,examples.boa.BOANeg,example,second,4,0.5136317604069089,0.6874325727304881,1.2010643331373971
v3,deceptive,learner,Laptop,MAPNeg,examples.map.MAPNeg,example,first,4,0.5775524426410947,0.5871231489397752,1.16467559158087
v3,deceptive,learner,Laptop,MAPNeg,examples.map.MAPNeg,example,second,4,0.5136317604069089,0.6742580433355907,1.1878898037424996
v3,deceptive,learner,Laptop,MiCRONegotiator,negmas.sao.MiCRONegotiator,genius-style,first,4,0.6260526817828524,1.0,1.6260526817828524
v3,deceptive,learner,Laptop,MiCRONegotiator,negmas.sao.MiCRONegotiator,genius-style,second,4,0.5523676886085228,1.0,1.552367688608523
v3,deceptive,sparring,NiceOrDie,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,first,4,0.1654761904761905,0.5,0.6654761904761906
v3,deceptive,sparring,NiceOrDie,ShochanLite,sparring.shochan_lite.ShochanLite,sparring,second,4,0.1654761904761905,1.0,1.1654761904761906
