agent_mode,panel,group,scenario,opponent,opponent_class,family,agent_first,runs,advantage,concealing,score
v4.2,stress,baseline,Laptop,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.5775524426410947,1.0,1.5775524426410947
v4.2,stress,baseline,Laptop,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.5136317604069089,1.0,1.513631760406909
v4.2,stress,baseline,Laptop,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.5775524426410947,1.0,1.5775524426410947
v4.2,stress,baseline,Laptop,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.5136317604069089,1.0,1.513631760406909
v4.2,stress,baseline,NiceOrDie,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,first,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,second,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,first,2,0.1654761904761905,1.0,1.1654761904761906
v4.2,stress,baseline,NiceOrDie,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,second,2,0.1654761904761905,1.0,1.1654761904761906
v4.2,stress,baseline,NiceOrDie,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,first,2,0.1654761904761905,1.0,1.1654761904761906
v4.2,stress,baseline,NiceOrDie,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,second,2,0.1654761904761905,1.0,1.1654761904761906
v4.2,stress,baseline,NiceOrDie,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,first,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,ToughNegotiator,negmas.sao.ToughNegotiator,time-based,second,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,first,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,TimeBasedNegotiator,negmas.sao.TimeBasedNegotiator,time-based,second,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,first,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,AspirationNegotiator,negmas.sao.AspirationNegotiator,time-based,second,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,first,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,HybridNegotiator,negmas.sao.HybridNegotiator,hybrid,second,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,first,2,0.5,1.0,1.5
v4.2,stress,baseline,NiceOrDie,RandomNegotiator,negmas.sao.RandomNegotiator,baseline,second,2,0.5827380952380953,1.0,1.5827380952380952
v4.2,stress,baseline,NiceOrDie,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,first,2,0.1654761904761905,0.4759591794226542,0.6414353698988446
v4.2,stress,baseline,NiceOrDie,NaiveTitForTatNegotiator,negmas.sao.NaiveTitForTatNegotiator,behavioral,second,2,0.1654761904761905,0.4759591794226542,0.6414353698988446
v4.2,stress,baseline,NiceOrDie,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,first,2,0.1654761904761905,0.4759591794226542,0.6414353698988446
v4.2,stress,baseline,NiceOrDie,SimpleTitForTatNegotiator,negmas.sao.SimpleTitForTatNegotiator,behavioral,second,2,0.1654761904761905,0.4759591794226542,0.6414353698988446
v4.2,stress,baseline,NiceOrDie,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,first,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,FirstOfferOrientedTBNegotiator,negmas.sao.FirstOfferOrientedTBNegotiator,oriented,second,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,first,2,0.0,1.0,1.0
v4.2,stress,baseline,NiceOrDie,LastOfferOrientedTBNegotiator,negmas.sao.LastOfferOrientedTBNegotiator,oriented,second,2,0.0,1.0,1.0
v4.3,stress,baseline,Amsterdam,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,first,2,0.6189591078066914,1.0,1.6189591078066914
v4.3,stress,baseline,Amsterdam,BoulwareTBNegotiator,negmas.sao.BoulwareTBNegotiator,time-based,second,2,0.6198630136986301,1.0,1.61986301369863
v4.3,stress,baseline,Amsterdam,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,first,2,0.7546468401486989,1.0,1.7546468401486988
v4.3,stress,baseline,Amsterdam,ConcederTBNegotiator,negmas.sao.ConcederTBNegotiator,time-based,second,2,0.6267123287671232,1.0,1.6267123287671232
v4.3,stress,baseline,Amsterdam,LinearTBNegotiator,negmas.sao.LinearTBNegotiator,time-based,first,2,0.4795539033457249,1.0,1.479553903345725
